title,categories,dollarPrice,rating,reviewCount,img,yelpPage,address,district,zipcode,phone
Akariba,Japanese;Bars,$$,4.0,36.0,https://s3-media2.fl.yelpcdn.com/bphoto/4dvon88eN_cHQU28B_3X9Q/ls.jpg,https://www.yelp.com/biz/akariba-brooklyn,77 N 6th St,Williamsburg - North Side,11216,(718) 388-6160
Dinner on Ludlow,American (New);Lounges,$$,3.0,138.0,https://s3-media2.fl.yelpcdn.com/bphoto/giIz3H4-26AQbig0lYbe6Q/ls.jpg,https://www.yelp.com/biz/dinner-on-ludlow-new-york,95 Delancey St,Lower East Side,11216,(212) 228-0909
Stooz Records,Music & DVDs;Music Venues,,1.0,3.0,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/stooz-records-brooklyn,144 N 11th St,Williamsburg - North Side,11216,(718) 486-0512
Esther & Carol,Bars;American (Traditional);Breakfast & Brunch,$$$,4.0,108.0,https://s3-media2.fl.yelpcdn.com/bphoto/3a2TJ6kC9IsmNfJA-EJzNA/ls.jpg,https://www.yelp.com/biz/esther-and-carol-new-york-2,341 Broome St,Little Italy,11216,(646) 355-1840
The Shanty Bar,Bars,,1.0,2.0,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/the-shanty-bar-brooklyn,9405 Leonard St,Williamsburg - North Side,11216,(718) 369-3749
Frost Restaurant,Italian;Seafood;Wine Bars,$$,4.0,143.0,https://s3-media2.fl.yelpcdn.com/bphoto/n-tTg4edrVF67pJ0D9EObg/ls.jpg,https://www.yelp.com/biz/frost-restaurant-brooklyn,193 Frost St,East Williamsburg,11216,(718) 389-3347
Randolph Beer NOLITA,Breakfast & Brunch;Gastropubs;Beer Bar,$$,3.0,271.0,https://s3-media1.fl.yelpcdn.com/bphoto/1bq8q3OeYgB0veMa5OLNaw/ls.jpg,https://www.yelp.com/biz/randolph-beer-nolita-new-york-2,343 Broome St,Little Italy,11216,(646) 383-3623
Humboldt and Jackson,American (New);Venues & Event Spaces;Bars,$$,4.0,112.0,https://s3-media4.fl.yelpcdn.com/bphoto/ydCcb40u8hLaVyHs2FWrWw/ls.jpg,https://www.yelp.com/biz/humboldt-and-jackson-williamsburg,434 Humboldt St,East Williamsburg,11216,(718) 349-3355
Fushimi Modern Japanese Cuisine & Lounge,Japanese;Lounges,$$,4.0,560.0,https://s3-media2.fl.yelpcdn.com/bphoto/HNs4pxcWYswvhKrKVhdhcA/ls.jpg,https://www.yelp.com/biz/fushimi-modern-japanese-cuisine-and-lounge-brooklyn,475 Driggs Ave,Williamsburg - North Side,11216,(718) 963-2555
Viva Toro,Bars;Mexican;Latin American,$$,3.0,436.0,https://s3-media3.fl.yelpcdn.com/bphoto/J3KpG2rjYrbhUpLLoRXtnQ/ls.jpg,https://www.yelp.com/biz/viva-toro-brooklyn,188 Berry St,Williamsburg - North Side,11216,(718) 384-2138
LuLu Lounge,Karaoke,$$,2.0,36.0,https://s3-media3.fl.yelpcdn.com/bphoto/S9tEMt-Cp9T15s-MiGtn2A/ls.jpg,https://www.yelp.com/biz/lulu-lounge-brooklyn,134 N 6th St,Williamsburg - North Side,11216,(718) 218-7889
S’Zen Art & Cocktail,Cocktail Bars;Art Galleries,$$,,,https://s3-media2.fl.yelpcdn.com/bphoto/-gSCrBgXl6K6ayzEGmifWg/ls.jpg,https://www.yelp.com/biz/szen-art-and-cocktail-new-york-2,Located in Hotel on Rivington,Lower East Side,11216,(212) 796-8040
Casa Publica,Mexican;Cocktail Bars;Breakfast & Brunch,$$$,4.0,82.0,https://s3-media2.fl.yelpcdn.com/bphoto/nxSOSPbDOiZRzhvlAB_g5w/ls.jpg,https://www.yelp.com/biz/casa-publica-brooklyn-2,594 Union Ave,Williamsburg - North Side,11216,(718) 388-3555
Moonlight Sports Bar,Sports Bars,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/moonlight-sports-bar-maspeth,6050 Flushing Ave,Maspeth,11216,(347) 738-4629
Rice & Gold,Chinese;Asian Fusion;Cocktail Bars,$$$,3.0,252.0,https://s3-media2.fl.yelpcdn.com/bphoto/qcal5NtXkPVSq_Yq5U6SpQ/ls.jpg,https://www.yelp.com/biz/rice-and-gold-new-york,50 Bowery,Chinatown,11216,(646) 630-8055
Donnybrook,Bars,$$,3.0,153.0,https://s3-media1.fl.yelpcdn.com/bphoto/hiZC6fVO5qYKsgxQQmvOyQ/ls.jpg,https://www.yelp.com/biz/donnybrook-new-york,35 Clinton St,Lower East Side,11216,(212) 228-7733
China Tour Club,Dance Clubs,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/china-tour-club-new-york,156 Canal St,Chinatown,11216,(212) 233-4860
One Fifity One,Cocktail Bars,,4.0,1.0,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/one-fifity-one-new-york,151 Rivington St,Lower East Side,11216,
Laughing Buddha Comedy,Comedy Clubs;Specialty Schools,$,4.0,36.0,https://s3-media3.fl.yelpcdn.com/bphoto/3ld8BbDWeY8nzencmp6P7g/ls.jpg,https://www.yelp.com/biz/laughing-buddha-comedy-new-york,319 Grand St,Lower East Side,11216,(212) 982-6363
Radegast Hall and Biergarten,Pubs;German;Venues & Event Spaces,$$,4.0,1268.0,https://s3-media2.fl.yelpcdn.com/bphoto/9UaBOas9SDbiYHv-pyxvkA/ls.jpg,https://www.yelp.com/biz/radegast-hall-and-biergarten-brooklyn,113 N 3rd St,Williamsburg - North Side,11216,(718) 963-3973
Sea,Thai;Cocktail Bars,$$,3.0,2775.0,https://s3-media4.fl.yelpcdn.com/bphoto/sp88pD_V-MCXPhtTdsyQqQ/ls.jpg,https://www.yelp.com/biz/sea-brooklyn-2,114 N 6th St,Williamsburg - North Side,11216,(718) 384-8850
Revolver,Bars,$$$,3.0,5.0,https://s3-media1.fl.yelpcdn.com/bphoto/A2Za1jwYu4YfgJU4PG4nPQ/ls.jpg,https://www.yelp.com/biz/revolver-new-york,210 Rivington St,Lower East Side,11216,(212) 505-7625
Windmill,Cocktail Bars;French,,4.0,10.0,https://s3-media4.fl.yelpcdn.com/bphoto/lRYHP5UDiLnpSbo6HY7JWA/ls.jpg,https://www.yelp.com/biz/windmill-new-york,43 Clinton St,Lower East Side,11216,
Cap’n Goodtimes Karaoke,Karaoke,,,,https://s3-media2.fl.yelpcdn.com/bphoto/vaKnlfFZJZEXFSi5EEbpQg/ls.jpg,https://www.yelp.com/biz/capn-goodtimes-karaoke-brooklyn,108 N 6th St,Williamsburg - North Side,11216,(718) 599-5959
La Nonna Ristorante & Bar,Italian;Bars,$$,4.0,250.0,https://s3-media3.fl.yelpcdn.com/bphoto/y00PSGgH2d_fA5EhIvLaBQ/ls.jpg,https://www.yelp.com/biz/la-nonna-ristorante-and-bar-brooklyn,184 Kent Ave,Williamsburg - North Side,11216,(718) 302-1100
Devon,Cocktail Bars;Salad;American (Traditional),,4.0,10.0,https://s3-media1.fl.yelpcdn.com/bphoto/uWhniXRtNBnlKO3bqZZ8Wg/ls.jpg,https://www.yelp.com/biz/devon-new-york,252 Broome St,Lower East Side,11216,(212) 427-3997
Beco,Brazilian;Bars,$$,4.0,325.0,https://s3-media1.fl.yelpcdn.com/bphoto/RqHnP31JDfFC1zKClKpyeA/ls.jpg,https://www.yelp.com/biz/beco-brooklyn,45 Richardson St,Williamsburg - North Side,11216,(718) 599-1645
Bar Beau,American (New);Cocktail Bars,,4.0,30.0,https://s3-media4.fl.yelpcdn.com/bphoto/fuOb7COjUyDYUhUU-fvuzg/ls.jpg,https://www.yelp.com/biz/bar-beau-brooklyn,61 Withers St,Williamsburg - North Side,11216,
Tom & Joan’s Whiskey Bar,Whiskey Bars;Cocktail Bars,$$,3.0,16.0,https://s3-media1.fl.yelpcdn.com/bphoto/VUH8uqVmFKM5Gh0Tf9S7_w/ls.jpg,https://www.yelp.com/biz/tom-and-joans-whiskey-bar-brooklyn,437 Graham Ave,Williamsburg - North Side,11216,(718) 383-5336
Charleston,Bars;Pizza,$,3.0,263.0,https://s3-media3.fl.yelpcdn.com/bphoto/AtaXdu3_OzDwc7l92XCt9A/ls.jpg,https://www.yelp.com/biz/charleston-brooklyn,174 Bedford Ave,Williamsburg - North Side,11216,(718) 599-9599
Izakaya Juraku,Beer Bar;Izakaya;Ramen,$$,4.0,41.0,https://s3-media4.fl.yelpcdn.com/bphoto/D-7ykiWun8SyAyR876JVOA/ls.jpg,https://www.yelp.com/biz/izakaya-juraku-new-york-2,121 Ludlow St,Lower East Side,11216,(212) 477-0100
Vera Cruz,Mexican;Bars,$$,3.0,212.0,https://s3-media1.fl.yelpcdn.com/bphoto/QBcU0cSjGllBpQXYs8OWww/ls.jpg,https://www.yelp.com/biz/vera-cruz-brooklyn-8,195 Bedford Ave,Williamsburg - North Side,11216,(718) 486-3333
Surf Bar,Seafood;Tiki Bars;Burgers,$$,3.0,534.0,https://s3-media2.fl.yelpcdn.com/bphoto/DqluGOBckcg_DlZ3KJhyeA/ls.jpg,https://www.yelp.com/biz/surf-bar-brooklyn,139 N 6th St,Williamsburg - North Side,11216,(718) 302-4441
Lilia,Italian;Cocktail Bars,$$$,4.0,591.0,https://s3-media2.fl.yelpcdn.com/bphoto/_1vriTFZRX8uNgAX0oeWLQ/ls.jpg,https://www.yelp.com/biz/lilia-brooklyn,567 Union Ave,Williamsburg - North Side,11216,(718) 576-3095
Chloe81,Seafood;Jazz & Blues;American (Traditional),$$$,2.0,92.0,https://s3-media1.fl.yelpcdn.com/bphoto/_mKsTicSzd84s9iqR89c_g/ls.jpg,https://www.yelp.com/biz/chloe81-new-york-2,81 Ludlow St,Lower East Side,11216,(212) 677-0067
Shelter Pizza,Bars;Pizza;Empanadas,$$,3.0,249.0,https://s3-media4.fl.yelpcdn.com/bphoto/HgQnGt099JYoy7IB5WpSnw/ls.jpg,https://www.yelp.com/biz/shelter-pizza-brooklyn,80 N 7th St,Williamsburg - North Side,11216,(718) 388-8338
The Richardson,Cocktail Bars;Whiskey Bars;Tapas/Small Plates,$$,4.0,215.0,https://s3-media1.fl.yelpcdn.com/bphoto/JHEsYk29Dogo1c9qqyFn2Q/ls.jpg,https://www.yelp.com/biz/the-richardson-brooklyn,451 Graham Ave,Williamsburg - North Side,11216,(718) 389-0839
UC Lounge,Sports Bars;Lounges,$$,1.0,26.0,https://s3-media3.fl.yelpcdn.com/bphoto/P9FcWCd850FBU0bLPdkgvw/ls.jpg,https://www.yelp.com/biz/uc-lounge-new-york-2,87 Ludlow St,Lower East Side,11216,(212) 677-1100
Denizen,Wine Bars;Tapas/Small Plates;Specialty Food,$$,4.0,98.0,https://s3-media3.fl.yelpcdn.com/bphoto/poa4kPRkRSmt-9xsCGpkXw/ls.jpg,https://www.yelp.com/biz/denizen-brooklyn,88 Roebling St,Williamsburg - North Side,11216,(929) 337-6412
Yopparai,Bars;Izakaya,$$$,4.0,199.0,https://s3-media2.fl.yelpcdn.com/bphoto/_TJtPHpwDCmnzsSsjteY0Q/ls.jpg,https://www.yelp.com/biz/yopparai-new-york,151 Rivington St,Lower East Side,11216,(212) 777-7253
Onieals Grand Street,Bars;American (New);Breakfast & Brunch,$$,4.0,314.0,https://s3-media2.fl.yelpcdn.com/bphoto/3gcanNl2NibSpJN2G2QgjA/ls.jpg,https://www.yelp.com/biz/onieals-grand-street-new-york-2,174 Grand St,Little Italy,11216,(212) 941-9119
Antler Beer And Wine Dispensary,Wine Bars;Beer Bar,$$,4.0,83.0,https://s3-media3.fl.yelpcdn.com/bphoto/DeBdY4bu1jClbi2gszC-dA/ls.jpg,https://www.yelp.com/biz/antler-beer-and-wine-dispensary-new-york,123 Allen St,Lower East Side,11216,(212) 432-5000
La Contenta,Mexican;Bars;Breakfast & Brunch,$$,4.0,663.0,https://s3-media2.fl.yelpcdn.com/bphoto/FwZAyPgdKdPGQ8aAGKh3-w/ls.jpg,https://www.yelp.com/biz/la-contenta-new-york,102 Norfolk St,Lower East Side,11216,(212) 432-4180
Ringolevio,Mediterranean;Tapas/Small Plates;Cocktail Bars,$$,4.0,245.0,https://s3-media2.fl.yelpcdn.com/bphoto/2W63o7hWYZGduWRZ88kaJg/ls.jpg,https://www.yelp.com/biz/ringolevio-brooklyn,490 Humboldt St,East Williamsburg,11216,(347) 335-0056
Golden Lounge,Nightlife,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/golden-lounge-maspeth,6004 Fresh Pond Rd,Maspeth,11216,(718) 417-1988
Onieal’s Restaurant & Bar,Bars;American (Traditional),,1.0,1.0,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/onieals-restaurant-and-bar-new-york,174 Grand St,Little Italy,11216,(212) 941-9119
Hill and Dale,Bars;American (New);Breakfast & Brunch,$$,4.0,428.0,https://s3-media1.fl.yelpcdn.com/bphoto/eJ2hhr_ynKPI5u7Awu1SGg/ls.jpg,https://www.yelp.com/biz/hill-and-dale-new-york,115 Allen St,Lower East Side,11216,(212) 420-1115
Beer Street,Beer Bar,$$,4.0,54.0,https://s3-media3.fl.yelpcdn.com/bphoto/DKsaRq13WJhc3xSSAsrXiA/ls.jpg,https://www.yelp.com/biz/beer-street-brooklyn,413 Graham Ave,Williamsburg - North Side,11216,(347) 294-0495
Sticky Rice,Thai;Cocktail Bars,$$,3.0,343.0,https://s3-media4.fl.yelpcdn.com/bphoto/fgLPBRUKeDTOlzpJvgZSvg/ls.jpg,https://www.yelp.com/biz/sticky-rice-new-york,85 Orchard St,Lower East Side,11216,(212) 274-8208
Roebling Sporting Club,Sports Bars,$$,3.0,52.0,https://s3-media3.fl.yelpcdn.com/bphoto/hVGKBWjXU25B3k66yOyU3w/ls.jpg,https://www.yelp.com/biz/roebling-sporting-club-brooklyn,225 N 8th St,Williamsburg - North Side,11216,(718) 388-3088
Passatempo,Wine Bars;Coffee & Tea;Italian,$,4.0,28.0,https://s3-media2.fl.yelpcdn.com/bphoto/-9dgbNrnMj2_HxGTxTeeSQ/ls.jpg,https://www.yelp.com/biz/passatempo-brooklyn,79 Grand St,Williamsburg - North Side,11216,(718) 388-1999
Sweetwater Restaurant,American (New);Bars,$$,4.0,327.0,https://s3-media1.fl.yelpcdn.com/bphoto/YF4-eiCNEbMSTXWLWuruJw/ls.jpg,https://www.yelp.com/biz/sweetwater-restaurant-brooklyn-2,105 N 6th St,Williamsburg - North Side,11216,(718) 963-0608
Sel Rrose,Cocktail Bars;Seafood;French,$$,4.0,414.0,https://s3-media1.fl.yelpcdn.com/bphoto/wLNtWS2AlVJoPcaiehz3nw/ls.jpg,https://www.yelp.com/biz/sel-rrose-new-york,1 Delancey St,Lower East Side,11216,(212) 226-2510
Mugs Ale House,Pubs;American (Traditional);Sports Bars,$$,3.0,189.0,https://s3-media2.fl.yelpcdn.com/bphoto/OIN0hL3UagR6VSvQU7MxHw/ls.jpg,https://www.yelp.com/biz/mugs-ale-house-brooklyn,125 Bedford Ave,Williamsburg - North Side,11216,(718) 486-8232
RIDER,American (New);Bars,$$,4.0,166.0,https://s3-media4.fl.yelpcdn.com/bphoto/xvNpsfi4GspGh89nZGgBIw/ls.jpg,https://www.yelp.com/biz/rider-brooklyn-2,80 N 6th St,Williamsburg - North Side,11216,(347) 452-4905
GRÜNHAUS,German;Beer Bar,$$,3.0,27.0,https://s3-media1.fl.yelpcdn.com/bphoto/gtY7Apdl_OTpMPvgk0raFQ/ls.jpg,https://www.yelp.com/biz/grünhaus-new-york-2,101 Rivington St,Lower East Side,11216,(212) 228-0027
Azasu,Bars;Izakaya,$$,4.0,108.0,https://s3-media4.fl.yelpcdn.com/bphoto/_A4zSBh2_zi8bnmD8_Ro7Q/ls.jpg,https://www.yelp.com/biz/azasu-new-york,49 Clinton St,Lower East Side,11216,(212) 777-7069
Soft Spot Bar,Bars,$,3.0,129.0,https://s3-media3.fl.yelpcdn.com/bphoto/poKN5RfumGwrtZpCycQlYQ/ls.jpg,https://www.yelp.com/biz/soft-spot-bar-brooklyn,128 Bedford Ave,Williamsburg - North Side,11216,
Saluggi’s East,Pizza;Italian;Sports Bars,$$,4.0,63.0,https://s3-media1.fl.yelpcdn.com/bphoto/el1FCG2iZVWQ-kuhY7Cvcw/ls.jpg,https://www.yelp.com/biz/saluggis-east-new-york-2,399 Grand St,Lower East Side,11216,(646) 896-1163
Black Crescent,Cocktail Bars;Burgers;Chicken Wings,$$,4.0,144.0,https://s3-media3.fl.yelpcdn.com/bphoto/FD9EGd_i1VTquAA6BUlj1A/ls.jpg,https://www.yelp.com/biz/black-crescent-new-york,76 Clinton St,Lower East Side,11216,(212) 477-1771
Aunt Jake’s,Italian;Wine Bars;Pasta Shops,$$,4.0,1049.0,https://s3-media1.fl.yelpcdn.com/bphoto/jxNs5G8byFzZ27Xhm5if6A/ls.jpg,https://www.yelp.com/biz/aunt-jakes-new-york,149 Mulberry St,Little Italy,11216,(646) 858-0470
Cantina Royal,Mexican;Bars,$$,3.0,213.0,https://s3-media4.fl.yelpcdn.com/bphoto/u3Ys2OIPmsoXdZ4Qtw-JqQ/ls.jpg,https://www.yelp.com/biz/cantina-royal-brooklyn,58 N 3rd St,Williamsburg - North Side,11216,(347) 763-2938
Social 59 Eatery & Lounge,Latin American;Lounges;Tapas/Small Plates,$$,4.0,97.0,https://s3-media1.fl.yelpcdn.com/bphoto/nIfdkpsfgLwyCpmlUNZIDg/ls.jpg,https://www.yelp.com/biz/social-59-eatery-and-lounge-west-new-york-2,512 59th St,,10019,(201) 751-5999
Status Q Billiards,Pool Halls,$,4.0,42.0,https://s3-media4.fl.yelpcdn.com/bphoto/xdTtdJiVTPuckzGMkiUGGg/ls.jpg,https://www.yelp.com/biz/status-q-billiards-brooklyn,8218 3rd Ave,Bay Ridge,11215,(718) 836-0805
Red Oak,Hookah Bars;Middle Eastern;Lounges,$$,3.0,143.0,https://s3-media2.fl.yelpcdn.com/bphoto/BDCko-vSNar-8l0e6ozZjg/ls.jpg,https://www.yelp.com/biz/red-oak-brooklyn-2,8305 3rd Ave,Bay Ridge,11215,(718) 680-0800
J J Bubbles,Bars,$,3.0,17.0,https://s3-media4.fl.yelpcdn.com/bphoto/7S0Ay1q1s8BQAevW1GQlJA/ls.jpg,https://www.yelp.com/biz/j-j-bubbles-bay-ridge,7912 3rd Ave,Bay Ridge,11215,
Your House Cafe,Hookah Bars;American (Traditional),$$,4.0,18.0,https://s3-media3.fl.yelpcdn.com/bphoto/NMoVIsMtTkAmL1YuGeX-rg/ls.jpg,https://www.yelp.com/biz/your-house-cafe-brooklyn,6916 4th Ave,Bay Ridge,11215,(718) 833-3900
The Kettle Black,Chicken Wings;Sports Bars;Burgers,$$,3.0,336.0,https://s3-media3.fl.yelpcdn.com/bphoto/ALOWh0quIpjKiAEC7g_ISA/ls.jpg,https://www.yelp.com/biz/the-kettle-black-brooklyn-2,8622 3rd Ave,Bay Ridge,11215,(718) 680-7862
Fat Buddha,Bars;Asian Fusion;Korean,$$,4.0,599.0,https://s3-media1.fl.yelpcdn.com/bphoto/OZ4LvWCnQ9Pf6bWLYYx02w/ls.jpg,https://www.yelp.com/biz/fat-buddha-new-york,212 Ave A,East Village,10010,(212) 598-0500
AWOL Bar & Grill,American (Traditional);Pubs;Cocktail Bars,$$,4.0,36.0,https://s3-media3.fl.yelpcdn.com/bphoto/obo1_ODea164HohSCj04sQ/ls.jpg,https://www.yelp.com/biz/awol-new-york,337 3rd Ave,Kips Bay,10010,(646) 682-9405
HandCraft Kitchen & Cocktails,Cocktail Bars;Gastropubs;Comfort Food,$$,4.0,312.0,https://s3-media3.fl.yelpcdn.com/bphoto/tCQy7V4OL5T393GytLBeRA/ls.jpg,https://www.yelp.com/biz/handcraft-kitchen-and-cocktails-new-york,367 3rd Ave,Kips Bay,10010,(212) 689-3000
Street Taco,Cocktail Bars;Tacos;Beer Bar,$$,4.0,242.0,https://s3-media3.fl.yelpcdn.com/bphoto/xMfZCliKUWnRdWGYVJGyMw/ls.jpg,https://www.yelp.com/biz/street-taco-new-york,358 3rd Ave,Kips Bay,10010,(646) 791-5413
Rocks Off Concert Cruise,Music Venues;Tours,$$,4.0,42.0,https://s3-media4.fl.yelpcdn.com/bphoto/w7Iz28AG_tblFIZKqDlNtQ/ls.jpg,https://www.yelp.com/biz/rocks-off-concert-cruise-new-york,2430 Fdr Dr,Stuyvesant Town,10010,(917) 524-8666
Revision Lounge & Gallery,Lounges,$$,4.0,67.0,https://s3-media4.fl.yelpcdn.com/bphoto/RxZvlGiKrV9ZTzocUbJ0Pw/ls.jpg,https://www.yelp.com/biz/revision-lounge-and-gallery-new-york,219 Ave B,Alphabet City,10010,(646) 490-7271
The Garret,Cocktail Bars,$$,3.0,76.0,https://s3-media4.fl.yelpcdn.com/bphoto/kdNVfPgU62phLXgtSz7YLw/ls.jpg,https://www.yelp.com/biz/the-garret-new-york-2,206 Ave A,East Village,10010,(212) 228-6231
Craft + Carry,Beer Bar,,4.0,14.0,https://s3-media3.fl.yelpcdn.com/bphoto/u40Di0WSW9J9mZs-gRnWZA/ls.jpg,https://www.yelp.com/biz/craft-carry-new-york-2,284 3rd Ave,Gramercy,10010,(646) 669-8347
Drop Off Service,Bars,$,4.0,291.0,https://s3-media2.fl.yelpcdn.com/bphoto/oWz-uZho5VmqkixMLyK04A/ls.jpg,https://www.yelp.com/biz/drop-off-service-new-york,211 Ave A,East Village,10010,(212) 260-2914
Planet Rose,Karaoke;Lounges,$$,3.0,169.0,https://s3-media4.fl.yelpcdn.com/bphoto/E1B0rGloySFfoAKwFB5MKQ/ls.jpg,https://www.yelp.com/biz/planet-rose-new-york,219 Ave A,East Village,10010,(212) 353-9500
The Whiskey Rebel,Pubs;Sports Bars,$$,3.0,107.0,https://s3-media4.fl.yelpcdn.com/bphoto/wCNp2nHDdyUs6ggHG101Ow/ls.jpg,https://www.yelp.com/biz/the-whiskey-rebel-new-york,129 Lexington Ave,Kips Bay,10010,(212) 686-3800
The Spotted Owl Tavern,Bars;Gastropubs,$$,4.0,58.0,https://s3-media2.fl.yelpcdn.com/bphoto/_zSp8FDQJkqeJMB88Ft6lg/ls.jpg,https://www.yelp.com/biz/the-spotted-owl-tavern-new-york,211 Ave A,East Village,10010,(212) 388-9844
The Globe,Pubs,$$,3.0,209.0,https://s3-media2.fl.yelpcdn.com/bphoto/SvezihduvCYoLAUIjVClTA/ls.jpg,https://www.yelp.com/biz/the-globe-new-york,158 E 23rd St,Gramercy,10010,(212) 477-6161
Broken Shaker New York,Cocktail Bars;Latin American,$$,3.0,98.0,https://s3-media3.fl.yelpcdn.com/bphoto/X4NOHFKdM3CkixQTyvkwiw/ls.jpg,https://www.yelp.com/biz/broken-shaker-new-york-new-york-2,Located in Freehand New York,Flatiron,10010,(332) 333-0721
Molly’s,American (Traditional);Irish;Irish Pub,$$,4.0,489.0,https://s3-media4.fl.yelpcdn.com/bphoto/pIec8HcSiNhaj8DOORL9Cg/ls.jpg,https://www.yelp.com/biz/mollys-new-york,287 3rd Ave,Gramercy,10010,(212) 889-3361
Mona’s,Dive Bars;Pubs,$,4.0,97.0,https://s3-media4.fl.yelpcdn.com/bphoto/bdahOPS0Si7hGFThCHUDTw/ls.jpg,https://www.yelp.com/biz/monas-new-york,224 Avenue B,East Village,10010,(212) 353-3780
Paddy Maguire’s Ale House,Sports Bars;Irish Pub,$,4.0,72.0,https://s3-media3.fl.yelpcdn.com/bphoto/F3ymbgBve5sOlA6Ds-uSmg/ls.jpg,https://www.yelp.com/biz/paddy-maguires-ale-house-new-york,237 3rd Ave Frnt,Gramercy,10010,(212) 253-0031
Covina,Mediterranean;American (New);Bars,$$$,4.0,288.0,https://s3-media1.fl.yelpcdn.com/bphoto/eeUw2oP6o41gfeQ67TGgiA/ls.jpg,https://www.yelp.com/biz/covina-new-york-3,127 E 27th St,Flatiron,10010,(212) 204-0225
The Bodega,Nightlife;Social Clubs;Professional Services,,,,https://s3-media4.fl.yelpcdn.com/bphoto/MlZdEaMFqrJImGplT6N0Wg/ls.jpg,https://www.yelp.com/biz/the-bodega-new-york,248 East 30th St,Kips Bay,10010,(212) 933-4593
Gramercy Ale House,Irish Pub;Sports Bars;American (Traditional),$$,3.0,68.0,https://s3-media3.fl.yelpcdn.com/bphoto/xLNaMjma3nqPqtENQBD2cA/ls.jpg,https://www.yelp.com/biz/gramercy-ale-house-new-york,272 3rd Ave,Gramercy,10010,(212) 260-1129
Pouring Ribbons,Lounges;Cocktail Bars,$$$,4.0,357.0,https://s3-media1.fl.yelpcdn.com/bphoto/eENfLc3F2ZQHw2U-4dNTvw/ls.jpg,https://www.yelp.com/biz/pouring-ribbons-new-york,225 Ave B,Alphabet City,10010,(917) 656-6788
Loverboy,Pizza;Cocktail Bars;Sandwiches,$$,4.0,39.0,https://s3-media4.fl.yelpcdn.com/bphoto/fN0M4R1gVw5yRF-7Q-iCUg/ls.jpg,https://www.yelp.com/biz/loverboy-new-york,127 Avenue C,Alphabet City,10010,(212) 539-1900
Bar Taco,Tacos;Bars;Halal,,4.0,20.0,https://s3-media4.fl.yelpcdn.com/bphoto/aRtUv5BQFVIGblMCpV3-mA/ls.jpg,https://www.yelp.com/biz/bar-taco-new-york-3,185 Avenue C,Alphabet City,10010,(646) 559-4648
29rooms,Music Venues;Art Galleries,$$,3.0,4.0,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/29rooms-greenpoint,15 Huron St,Greenpoint,10010,
Big Apple Brits,Nightlife;Social Clubs,$,,,https://s3-media4.fl.yelpcdn.com/bphoto/GXGM4L34rD4CvO7rB9RBUg/ls.jpg,https://www.yelp.com/biz/big-apple-brits-new-york-2,215 E 29th St,Kips Bay,10010,(201) 204-9436
Kinfolk 90,Coffee & Tea;Lounges,$$,3.0,122.0,https://s3-media1.fl.yelpcdn.com/bphoto/meMoOWqL9kA78MZnxcrI6w/ls.jpg,https://www.yelp.com/biz/kinfolk-90-brooklyn,90 Wythe Ave,Williamsburg - North Side,10010,(347) 799-2946
The Wayland,Cocktail Bars;Music Venues;American (Traditional),$$,4.0,471.0,https://s3-media2.fl.yelpcdn.com/bphoto/JuJlLkWPLTMsnmSAjyDcMQ/ls.jpg,https://www.yelp.com/biz/the-wayland-new-york,700 E 9th St,Alphabet City,10010,(212) 777-7022
McSwiggan’s Bar,Pubs,$,3.0,71.0,https://s3-media2.fl.yelpcdn.com/bphoto/4gRC2vP93LUxoH1weF59Zw/ls.jpg,https://www.yelp.com/biz/mcswiggans-bar-new-york,393 2nd Ave,Gramercy,10010,(212) 683-3180
Ophelia,Cocktail Bars,$$$,4.0,73.0,https://s3-media2.fl.yelpcdn.com/bphoto/bjCU1RjBz3YpDG_xdntS_g/ls.jpg,https://www.yelp.com/biz/ophelia-new-york,3 Mitchell Pl,Midtown East,10010,(212) 980-4796
VinoTapa,Tapas Bars;Wine Bars;Spanish,$$,4.0,358.0,https://s3-media2.fl.yelpcdn.com/bphoto/GRjPNDkjijYv63CVQfXldQ/ls.jpg,https://www.yelp.com/biz/vinotapa-new-york,201 E 31st St,Kips Bay,10010,(212) 725-8466
